year_received,district_code,district_name,legal_dong_code,legal_dong_name,lot_type,lot_type_name,main_number,sub_number,building_name,contract_date,price_10k_krw,building_area_m2,land_area_m2,floor,year_built,building_usage_en,report_type_en,reporting_agent_district_en,year,month,day
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,53035,42.72,24.0,5.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,73798,59.48,34.0,6.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,73004,58.91,34.0,6.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,53207,42.88,24.0,5.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,66369,53.5,30.0,4.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,10100,yeoksam,1.0,land,798.0,27.0,역삼어반하우스,2025-06-09,66348,53.51,30.0,4.0,2016.0,Multi-family house,Brokered Transaction,"Gyeonggi Hanam-si, Seoul Gangnam-gu",2025,6,9
2025,11680,gangnam,11500,suseo,1.0,land,736.0,0.0,신동아,2025-06-09,147000,49.96,0.0,8.0,1992.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,9
2025,11680,gangnam,10300,gaepo,1.0,land,1175.0,8.0,대고샤인빌,2025-06-07,53000,32.41,20.0,6.0,2022.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,11000,apgujeong,1.0,land,397.0,0.0,미성2차,2025-06-07,590000,118.63,0.0,8.0,1987.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10500,samseong,1.0,land,16.0,2.0,삼성동힐스테이트 1단지,2025-06-07,318000,84.349,0.0,6.0,2008.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10600,daechi,1.0,land,988.0,4.0,대치효성,2025-06-07,220000,84.91,0.0,2.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10600,daechi,1.0,land,974.0,0.0,대치현대,2025-06-07,266000,85.0,0.0,2.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,11400,ilwon,1.0,land,635.0,14.0,(635-14),2025-06-07,93000,31.37,27.0,2.0,2023.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,11400,ilwon,1.0,land,660.0,1.0,워너빌,2025-06-07,50000,18.26,16.0,1.0,2020.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10100,yeoksam,1.0,land,684.0,7.0,역삼더빌,2025-06-07,13200,12.57,9.0,4.0,2012.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10100,yeoksam,1.0,land,706.0,20.0,한화진넥스빌,2025-06-07,46000,43.58,0.0,24.0,2001.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10300,gaepo,1.0,land,651.0,1.0,개포더샵트리에,2025-06-07,272000,108.201,0.0,3.0,2021.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,10100,yeoksam,1.0,land,825.0,24.0,강남역 효성해링턴 타워 더퍼스트,2025-06-07,27500,24.77,32.759,5.0,2014.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,7
2025,11680,gangnam,11400,ilwon,1.0,land,656.0,12.0,골드캐슬,2025-06-06,61500,29.92,18.0,3.0,2021.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,781.0,35.0,스타힐스,2025-06-06,32000,18.4,13.0,4.0,2012.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-06,339000,84.94,0.0,29.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10800,nonhyeon,1.0,land,153.0,6.0,모젠빌,2025-06-06,24000,31.46,18.0,3.0,2002.0,Multi-family house,Brokered Transaction,Seoul Seocho-gu,2025,6,6
2025,11680,gangnam,10800,nonhyeon,1.0,land,122.0,25.0,세호시티라이프,2025-06-06,38000,39.6,0.0,5.0,1996.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10800,nonhyeon,1.0,land,105.0,0.0,동현아파트1~6,2025-06-06,296000,119.67,0.0,8.0,1985.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1282.0,0.0,개포래미안포레스트,2025-06-06,255000,59.92,0.0,6.0,2020.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10400,cheongdam,1.0,land,10.0,0.0,삼환(101동),2025-06-06,198000,84.88,0.0,5.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,757.0,0.0,역삼래미안,2025-06-06,248000,59.53,0.0,3.0,2005.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Dongjak-gu",2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,684.0,7.0,역삼더빌,2025-06-06,13200,12.57,9.0,4.0,2012.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,11400,ilwon,1.0,land,676.0,7.0,(676-7),2025-06-06,50000,21.15,15.0,1.0,2021.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10800,nonhyeon,1.0,land,245.0,0.0,동양파라곤,2025-06-06,405000,160.33,0.0,14.0,2004.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,719.0,24.0,역삼역센트럴푸르지오시티,2025-06-06,21000,18.181,29.0126,7.0,2019.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1182.0,4.0,뉴아트빌라(1182-4),2025-06-06,58500,47.55,24.0,2.0,1994.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10500,samseong,1.0,land,7.0,3.0,래미안삼성2차,2025-06-06,337500,105.5,0.0,11.0,2007.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-06,330000,84.943,0.0,14.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,11200,jagok,1.0,land,602.0,0.0,강남자곡아이파크,2025-06-06,162000,74.97,0.0,14.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1182.0,2.0,청광아트빌라,2025-06-06,47500,47.17,21.0,4.0,1996.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,832.0,16.0,BIEL 106,2025-06-06,50000,29.774,43.083,8.0,2018.0,Officetel,Brokered Transaction,"Seoul Gangnam-gu, Seoul Seocho-gu",2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1178.0,2.0,명진빌라,2025-06-06,49000,39.24,26.0,2.0,1990.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10100,yeoksam,1.0,land,832.0,16.0,BIEL 106,2025-06-06,42000,28.867,41.8049,9.0,2018.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10500,samseong,1.0,land,106.0,0.0,풍림(1차),2025-06-06,188000,59.7,0.0,12.0,1998.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Gangdong-gu",2025,6,6
2025,11680,gangnam,11400,ilwon,1.0,land,719.0,0.0,푸른마을아파트101동~111동,2025-06-06,179500,59.76,0.0,14.0,1994.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,10300,gaepo,1.0,land,1229.0,10.0,하우징허브럭스,2025-06-06,63000,59.77,73.08,7.0,2017.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,6
2025,11680,gangnam,11000,apgujeong,1.0,land,486.0,0.0,한양4,2025-06-05,600000,102.81,0.0,1.0,1978.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11400,ilwon,1.0,land,615.0,1.0,개포한신,2025-06-05,252500,107.6,0.0,2.0,1984.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11800,dogok,1.0,land,467.0,7.0,아카데미스위트1,2025-06-05,241500,128.74,0.0,13.0,2004.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11000,apgujeong,1.0,land,481.0,0.0,현대8차(성수현대:91~95동),2025-06-05,621000,111.5,0.0,5.0,1980.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11100,segok,1.0,land,587.0,0.0,강남 지웰파인즈,2025-06-05,35000,38.361,58.054,7.0,2016.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10300,gaepo,1.0,land,654.0,0.0,현대2,2025-06-05,358000,131.83,0.0,6.0,1986.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11100,segok,1.0,land,582.0,0.0,강남레체,2025-06-05,20000,29.46,43.541,5.0,2016.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10100,yeoksam,1.0,land,761.0,10.0,대림역삼,2025-06-05,167000,59.66,0.0,9.0,1997.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11800,dogok,1.0,land,527.0,0.0,도곡렉슬,2025-06-05,385000,119.89,0.0,19.0,2006.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11800,dogok,1.0,land,527.0,0.0,도곡렉슬,2025-06-05,392000,119.89,0.0,14.0,2006.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10400,cheongdam,1.0,land,108.0,0.0,청담건영,2025-06-05,300000,84.595,0.0,11.0,1994.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10300,gaepo,1.0,land,13.0,3.0,대청타워,2025-06-05,22300,35.221,49.391,12.0,1997.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11800,dogok,1.0,land,467.0,29.0,타워팰리스,2025-06-05,292000,128.431,160.591,5.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10300,gaepo,1.0,land,1172.0,3.0,더파인하우스,2025-06-05,45000,28.56,17.0,3.0,2017.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11100,segok,1.0,land,533.0,0.0,세곡푸르지오,2025-06-05,160000,84.83,0.0,10.0,2012.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10500,samseong,1.0,land,140.0,3.0,선릉대림아크로텔,2025-06-05,36000,35.69,44.43,4.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10800,nonhyeon,1.0,land,156.0,22.0,MODUGAL,2025-06-05,38000,22.92,19.0,2.0,2019.0,Multi-family house,Brokered Transaction,Seoul Seocho-gu,2025,6,5
2025,11680,gangnam,10500,samseong,1.0,land,142.0,3.0,LG선릉에클라트B,2025-06-05,59700,53.43,66.45,7.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-05,265000,59.837,0.0,12.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11200,jagok,1.0,land,611.0,0.0,래미안강남힐즈,2025-06-05,193000,101.94,0.0,14.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10100,yeoksam,1.0,land,722.0,4.0,루브르하우스,2025-06-05,39000,33.464,22.0,4.0,2017.0,Multi-family house,Brokered Transaction,서울 구로구,2025,6,5
2025,11680,gangnam,11200,jagok,1.0,land,611.0,0.0,래미안강남힐즈,2025-06-05,190000,91.96,0.0,6.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11800,dogok,1.0,land,467.0,18.0,우성캐릭터빌,2025-06-05,230000,167.68,0.0,15.0,1998.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,11500,suseo,1.0,land,746.0,0.0,까치마을,2025-06-05,105000,39.6,0.0,8.0,1993.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,5
2025,11680,gangnam,10300,gaepo,1.0,land,187.0,0.0,개포주공5단지,2025-06-04,352000,83.17,0.0,8.0,1983.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,832.0,33.0,성우스타우스오피스텔,2025-06-04,24000,33.59,43.13,13.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,697.0,40.0,697-40,2025-06-04,46800,30.0,21.0,3.0,2016.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,824.0,25.0,대우디오빌플러스,2025-06-04,28000,38.96,48.49,13.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10300,gaepo,1.0,land,1255.0,7.0,F.ROADVILLA,2025-06-04,70000,29.93,21.0,2.0,2022.0,Multi-family house,Brokered Transaction,"Seoul Gangnam-gu, Seoul Yongsan-gu",2025,6,4
2025,11680,gangnam,10300,gaepo,1.0,land,187.0,0.0,개포주공5단지,2025-06-04,327000,74.25,0.0,1.0,1983.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,132.0,8.0,창현주택,2025-06-04,36500,37.18,32.0,1.0,1988.0,Multi-family house,Brokered Transaction,Seoul Seocho-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,836.0,0.0,한스빌(836),2025-06-04,45200,39.89,0.0,5.0,1996.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,11000,apgujeong,1.0,land,456.0,0.0,"현대7차(73~77,82,85동)",2025-06-04,750000,144.2,0.0,10.0,1979.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,6.0,21.0,세양 APEX-TOWER,2025-06-04,25000,26.91,34.48,5.0,2003.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,11400,ilwon,1.0,land,614.0,0.0,현대4,2025-06-04,220000,84.98,0.0,2.0,1987.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Gwanak-gu",2025,6,4
2025,11680,gangnam,10600,daechi,1.0,land,1014.0,3.0,대치삼성,2025-06-04,249000,59.88,0.0,19.0,2000.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,230.0,12.0,HauzenVill,2025-06-04,75000,96.13,53.0,4.0,2003.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,276.0,1.0,아크로힐스논현,2025-06-04,313000,113.087,0.0,25.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10500,samseong,1.0,land,87.0,0.0,아이파크,2025-06-04,670000,167.72,0.0,19.0,2004.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Songpa-gu",2025,6,4
2025,11680,gangnam,11000,apgujeong,1.0,land,397.0,0.0,미성2차,2025-06-04,450000,74.4,0.0,10.0,1987.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,188.0,6.0,(188-6),2025-06-04,16500,19.57,9.0,5.0,2013.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10300,gaepo,1.0,land,1211.0,1.0,청아람,2025-06-04,82000,52.31,34.0,4.0,2014.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10600,daechi,1.0,land,65.0,0.0,쌍용대치2,2025-06-04,340000,84.49,0.0,10.0,1983.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,11800,dogok,1.0,land,467.0,19.0,현대비젼21,2025-06-04,41500,32.65,0.0,16.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10600,daechi,1.0,land,316.0,0.0,은마,2025-06-04,390000,84.43,0.0,7.0,1979.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,11500,suseo,1.0,land,738.0,0.0,동익,2025-06-04,175000,84.46,0.0,3.0,1993.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,831.0,40.0,역삼SK허브블루,2025-06-04,22300,35.34,50.93,4.0,2004.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,96.0,0.0,(96),2025-06-04,19300,22.05,22.05,6.0,1987.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10100,yeoksam,1.0,land,719.0,24.0,역삼역센트럴푸르지오시티,2025-06-04,21500,17.573,28.0423,9.0,2019.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10300,gaepo,1.0,land,1284.0,0.0,개포자이프레지던스,2025-06-04,370000,78.774,0.0,30.0,2023.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10600,daechi,1.0,land,500.0,0.0,개포우성2,2025-06-04,500000,127.78,0.0,7.0,1984.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10800,nonhyeon,1.0,land,105.0,0.0,동현아파트1~6,2025-06-04,241000,84.92,0.0,2.0,1985.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,10300,gaepo,1.0,land,655.0,2.0,개포2차현대아파트(220),2025-06-04,203000,77.75,0.0,6.0,1988.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,4
2025,11680,gangnam,11400,ilwon,1.0,land,615.0,1.0,개포한신,2025-06-03,227000,82.3,0.0,6.0,1984.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11200,jagok,1.0,land,602.0,0.0,강남자곡아이파크,2025-06-03,161000,74.97,0.0,3.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11500,suseo,1.0,land,795.0,0.0,강남데시앙포레,2025-06-03,177500,84.96,0.0,4.0,2014.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11400,ilwon,1.0,land,615.0,1.0,개포한신,2025-06-03,257000,107.6,0.0,9.0,1984.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11100,segok,1.0,land,525.0,0.0,강남데시앙파크,2025-06-03,155500,114.69,0.0,8.0,2011.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10300,gaepo,1.0,land,1282.0,0.0,개포래미안포레스트,2025-06-03,256000,59.92,0.0,6.0,2020.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11500,suseo,1.0,land,736.0,0.0,신동아,2025-06-03,120000,39.53,0.0,12.0,1992.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10300,gaepo,1.0,land,1200.0,6.0,대림빌리지,2025-06-03,53000,51.54,27.0,1.0,1997.0,Multi-family house,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10400,cheongdam,1.0,land,42.0,0.0,삼성청담아파트,2025-06-03,196000,59.99,0.0,10.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10100,yeoksam,1.0,land,707.0,38.0,테헤란로오피스텔,2025-06-03,31500,37.58,53.98,9.0,1991.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-03,320000,84.95,0.0,1.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,10800,nonhyeon,1.0,land,105.0,0.0,동현아파트1~6,2025-06-03,249000,84.92,0.0,4.0,1985.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,3
2025,11680,gangnam,11000,apgujeong,1.0,land,369.0,1.0,"현대2차(10,11,20,23,24,25동)",2025-06-02,980000,160.28,0.0,8.0,1976.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11400,ilwon,1.0,land,741.0,0.0,래미안 개포 루체하임,2025-06-02,303000,84.99,0.0,7.0,2018.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11000,apgujeong,1.0,land,397.0,0.0,미성2차,2025-06-02,480000,74.4,0.0,12.0,1987.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10100,yeoksam,1.0,land,754.0,1.0,역삼푸르지오,2025-06-02,314500,84.909,0.0,3.0,2006.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10100,yeoksam,1.0,land,837.0,13.0,강남역 와이즈 플레이스,2025-06-02,19500,23.87,34.89,3.0,2013.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10300,gaepo,1.0,land,1284.0,0.0,개포자이프레지던스,2025-06-02,281000,59.975,0.0,5.0,2023.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11500,suseo,1.0,land,716.0,0.0,사이룩스,2025-06-02,42500,51.38,68.77,17.0,2003.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11400,ilwon,1.0,land,741.0,0.0,래미안 개포 루체하임,2025-06-02,330000,101.99,0.0,22.0,2018.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Songpa-gu",2025,6,2
2025,11680,gangnam,11800,dogok,1.0,land,895.0,8.0,한신엠비씨,2025-06-02,197500,58.46,0.0,6.0,1988.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10500,samseong,1.0,land,188.0,0.0,삼성동센트럴아이파크,2025-06-02,290000,59.96,0.0,20.0,2018.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11000,apgujeong,1.0,land,443.0,0.0,현대3차(61~64동),2025-06-02,550000,82.5,0.0,7.0,1976.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Yeongdeungpo-gu",2025,6,2
2025,11680,gangnam,10100,yeoksam,1.0,land,755.0,4.0,e-편한세상,2025-06-02,320000,84.991,0.0,4.0,2005.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11400,ilwon,1.0,land,719.0,0.0,푸른마을아파트101동~111동,2025-06-02,168000,59.76,0.0,1.0,1994.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10600,daechi,1.0,land,942.0,3.0,바실리체,2025-06-02,101000,46.77,74.34,10.0,2022.0,Officetel,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11400,ilwon,1.0,land,719.0,0.0,푸른마을아파트101동~111동,2025-06-02,210000,84.93,0.0,2.0,1994.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11400,ilwon,1.0,land,741.0,0.0,래미안 개포 루체하임,2025-06-02,275000,71.65,0.0,19.0,2018.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10800,nonhyeon,1.0,land,275.0,0.0,동부센트레빌,2025-06-02,235000,114.498,0.0,21.0,2003.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-02,268500,59.967,0.0,11.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10300,gaepo,1.0,land,1280.0,0.0,래미안블레스티지,2025-06-02,365000,99.967,0.0,21.0,2019.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10600,daechi,1.0,land,1029.0,0.0,대치SKVIEW,2025-06-02,395000,84.386,0.0,7.0,2017.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10500,samseong,1.0,land,103.0,22.0,래미안삼성1차(103-22),2025-06-02,335000,113.52,0.0,5.0,2006.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,11800,dogok,1.0,land,467.0,6.0,대림아크로빌,2025-06-02,377000,172.464,0.0,33.0,1999.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10500,samseong,1.0,land,142.0,3.0,LG선릉에클라트B,2025-06-02,36000,39.99,49.74,3.0,2004.0,Officetel,Brokered Transaction,Seoul Gwanak-gu,2025,6,2
2025,11680,gangnam,10400,cheongdam,1.0,land,114.0,18.0,상지리츠빌4B,2025-06-02,390000,177.28,0.0,3.0,2000.0,Apartment,Brokered Transaction,Seoul Gangnam-gu,2025,6,2
2025,11680,gangnam,10800,nonhyeon,1.0,land,258.0,0.0,두산위브2단지,2025-06-01,190000,84.721,0.0,14.0,2004.0,Apartment,Brokered Transaction,"Seoul Gangnam-gu, Seoul Eunpyeong-gu",2025,6,1
